Index	Verb	Class number	Subclass	Example lemma	Stem	Regularity	Initial segment	Regular category	Affix	Translation	Transitivity
2017	jɣpanal	20		jɣpa	niharnal	Regular	C	Inchoative	-nal	To run over, to overflow, to be filled, to be glutted, to be satisfied.	Intransitive
2018	jɣpat͡snel	10	Basic	jɣpa	modet͡snel	Regular	C	Causative	-t͡snel	To glut, to surfeit, to overflow, to fill up, to gorge.	Transitive
2019	joknet͡snel	10	Basic	jokne	modet͡snel	Regular	C	Causative	-t͡snel	To tire, to harass, to wear.	Transitive
2020	joknil	4	Basic	jokn	xosil	Regular	C	I-Class	-il	To grow tired, to tire, to be weary; to fatigue, to overwork.	Intransitive
2021	jolovel	2		jolov	kaɣel	Regular	C	E-Class	-el	to augment, to increase, to enlarge, to multiply.	Transitive
2022	jolovil	4	Basic	jolov	xosil	Regular	C	I-Class	-il	To augment, to increase, to grow.	Intransitive
2023	joxordal	6		joxord	gartal	Regular	C	A-Class	-al	To bully, to bridle up.	Intransitive
2024	joɣtoɣtel	2		joɣtoɣt	kaɣel	Regular	C	E-Class	-el	To shake, to move, to disturb.	Transitive
2025	joɣtoɣtil	4	Basic	joɣtoɣt	xosil	Regular	C	I-Class	-il	To be shaken, to be disturbed.	Intransitive
2026	joral	6		jor	gartal	Regular	C	A-Class	-al	To lament, to mourn, to bewail, to fret, to grieve.	Intransitive
2027	jorant͡ʃel	2		jorant͡ʃ	kaɣel	Regular	C	E-Class	-el	To yawn, to gape.	Intransitive
2028	jortet͡snel	10	Basic	jorte	modet͡snel	Regular	C	Causative	-t͡snel		Transitive
2029	jortil	4	Basic	jort	xosil	Regular	C	I-Class	-il	To overflow, to run over.	Intransitive
2030	jortorel	2		jortor	kaɣel	Regular	C	E-Class	-el	To exhort, to induce, to incite.	Transitive
2031	jort͡ʃort͡ʃel	2		jort͡ʃort͡ʃ	kaɣel	Regular	C	E-Class	-el	To call, to name, to entitle.	Transitive
2032	juzel	2		juz	kaɣel	Regular	C	E-Class	-el	To agitate, to move, to stir up, to put in motion, to disturb, to affect, to provoke.	Transitive
2033	juzvil	4	Passive	juz	zzvil	Regular	C	Passive	-vil	To be moved, to be touched, roused, to be stirred up, to rise, to swell.	Intransitive
2034	julanal	20		jula	niharnal	Regular	C	Inchoative	-nal	To become slothful, idle, sluggish.	Intransitive
2035	juʃel	2		juʃ	kaɣel	Regular	C	E-Class	-el		Transitive
2036	jurtianal	20		jurtia	niharnal	Regular	C	Inchoative	-nal		Intransitive
2037	jusatrel	2		jusatr	kaɣel	Regular	C	E-Class	-el	To give hope, to make hopeful.	Transitive
2038	jusal	6		jus	gartal	Regular	C	A-Class	-al	To hope, to expect, to trust, to confide, to hope for, to put one's trust in.	Transitive
2039	jusalkvil	4	Passive	jusalk	zzvil	Regular	C	Passive	-vil		Intransitive
2040	jusaxapel	2		jusaxap	kaɣel	Regular	C	E-Class	-el	To deceive, to disappoint, to mislead.	Transitive
2041	jusaxapvil	4	Passive	jusaxap	zzvil	Regular	C	Passive	-vil	To be deceived, disappointed of.	Intransitive
2042	jusahadet͡snel	10	Basic	jusahade	modet͡snel	Regular	C	Causative	-t͡snel	To cause desperation.	Transitive
2043	jusahadil	4	Basic	jusahad	xosil	Regular	C	I-Class	-il	To despair, to despond, to give up all hope, to get discouraged.	Intransitive
2044	jrʃodvil	4	Passive	jrʃod	zzvil	Regular	C	Passive	-vil		Intransitive
2045	jsdaganal	20		jsdaga	niharnal	Regular	C	Inchoative	-nal	To clarify, to get clarified.	Intransitive
2046	jsdagat͡snel	10	Basic	jsdaga	modet͡snel	Regular	C	Causative	-t͡snel		Transitive
2047	jotaworel	2		jotawor	kaɣel	Regular	C	E-Class	-el	To articulate, to join, to combine.	Transitive
2048	jotel	2		jot	kaɣel	Regular	C	E-Class	-el	To articulate, to join, to combine.	Transitive
2049	joʒaril	4	Basic	joʒar	xosil	Regular	C	I-Class	-il	To be willing, to be disposed, to be inclined to, to lean to.	Intransitive
2050	joʃel	2		joʃ	kaɣel	Regular	C	E-Class	-el	To cut to pieces, to pull to pieces, to dismember, to chop, to hew, to hash.	Transitive
2051	joʃodel	2		joʃod	kaɣel	Regular	C	E-Class	-el		Transitive
2052	jodel	2		jod	kaɣel	Regular	C	E-Class	-el	To prune, to lop, to cut down, to curtail.	Transitive
2053	jorant͡ʃel	2		jorant͡ʃ	kaɣel	Regular	C	E-Class	-el	To yawn, to gape, to oscitate.	Intransitive
2054	jorinel	2		jorin	kaɣel	Regular	C	E-Class	-el	To make, to fashion, to compose, to form, to prepare, to construct, to invent, to organize.	Transitive
2055	naxakahel	2		naxakah	kaɣel	Regular	C	E-Class	-el	To preside, to be president of, to take the chair, to preside over a meeting.	Transitive
2056	naxakd͡zel	2		naxakd͡z	kaɣel	Regular	C	E-Class	-el	To outline, to sketch, to minute down.	Transitive
2057	naxakuʃagel	2		naxakuʃag	kaɣel	Regular	C	E-Class	-el	To predict, to foretell.	Transitive
2058	naxazkal	6		naxazk	gartal	Regular	C	A-Class	-al	To have a presentiment of, to foresee.	Transitive
2059	naxat͡sernel	2		naxat͡sern	kaɣel	Regular	C	E-Class	-el	To take the initiative.	Transitive
2060	naxad͡ʒaʃel	2		naxad͡ʒaʃ	kaɣel	Regular	C	E-Class	-el	To breakfast.	Transitive
2061	naxant͡sil	4	Basic	naxant͡s	xosil	Regular	C	I-Class	-il	To envy, to be envious of, to be jealous of, to emulate.	Transitive
2062	naxabadrasdel	2		naxabadrasd	kaɣel	Regular	C	E-Class	-el		Transitive
2063	naxabadrasdvil	4	Passive	naxabadrasd	zzvil	Regular	C	Passive	-vil		Intransitive
2064	naxasahmanel	2		naxasahman	kaɣel	Regular	C	E-Class	-el	To predestinate, to foredoom.	Transitive
2065	naxadel	2		naxad	kaɣel	Regular	C	E-Class	-el	To insult, to reproach, to outrage.	Transitive
2066	naxadesel	2		naxades	kaɣel	Regular	C	E-Class	-el	To foresee, to prophesy.	Transitive
2067	naxəndrel	2		naxəndr	kaɣel	Regular	C	E-Class	-el	To predestinate, to prefer.	Transitive
2068	naxʃel	2		naxʃ	kaɣel	Regular	C	E-Class	-el	To embroider, to paint, to portray.	Transitive
2069	naxortel	2		naxort	kaɣel	Regular	C	E-Class	-el		Transitive
2070	naxoroʃel	2		naxoroʃ	kaɣel	Regular	C	E-Class	-el	To predetermine.	Transitive
2071	nahant͡ʃel	2		nahant͡ʃ	kaɣel	Regular	C	E-Class	-el	To repel, to drive back, to force back, to retreat, to recede.	Transitive
2072	nahadagel	2		nahadag	kaɣel	Regular	C	E-Class	-el	To martyrize.	Transitive
2073	nahadagvil	4	Passive	nahadag	zzvil	Regular	C	Passive	-vil	To torture, to persecute oneself in defence of his faith.	Intransitive
2074	najil	4	Basic	naj	xosil	Regular	C	I-Class	-il	To look at, to look on, to behold, to stare at, to gaze at, to take care.	Both
2075	nawavarel	2		nawavar	kaɣel	Regular	C	E-Class	-el	To conduct, to lead, to guide, to pilot.	Transitive
2076	nawargel	2		nawarg	kaɣel	Regular	C	E-Class	-el	To sail, to navigate, to go to sea.	Transitive
2077	nawel	2		naw	kaɣel	Regular	C	E-Class	-el	To sail, to navigate.	Transitive
2078	nexil	4	Basic	nex	xosil	Regular	C	I-Class	-il	To putrefy, to fester, to become infested.	Intransitive
2079	neɣanal	20		neɣa	niharnal	Regular	C	Inchoative	-nal	To be angry, to get into a passion, to be constrained.	Intransitive
2080	neɣat͡snel	10	Basic	neɣa	modet͡snel	Regular	C	Causative	-t͡snel	To offend, to give trouble, to worry, to vex.	Transitive
2081	neɣel	2		neɣ	kaɣel	Regular	C	E-Class	-el	To trouble, to vex, to plague, to pester, to annoy, to narrow, to contract, to constrain.	Transitive
2082	neɣnal	20		neɣ	niharnal	Regular	C	Inchoative	-nal	To grow straight, narrow.	Intransitive
2083	neɣvil	4	Passive	neɣ	zzvil	Regular	C	Passive	-vil	To be uneasy, to grieve, to be troubled, to be constrained, to be afflicted.	Intransitive
2084	neɣt͡snel	10	Basic	neɣ	modet͡snel	Regular	C	Causative	-t͡snel	To make narrow, to straiten, to limit.	Transitive
2085	nenkapoxel	2		nenkapox	kaɣel	Regular	C	E-Class	-el		Intransitive
2086	nenkel	2		nenk	kaɣel	Regular	C	E-Class	-el	To defraud, to deceive, to cozen, to dupe, to trick.	Transitive
2087	nedaharel	2		nedahar	kaɣel	Regular	C	E-Class	-el		Transitive
2088	nedaharvil	4	Passive	nedahar	zzvil	Regular	C	Passive	-vil		Intransitive
2089	nedel	2		ned	kaɣel	Regular	C	E-Class	-el	To throw, to dart, to fling, to shoot.	Transitive
2090	nedvil	4	Passive	ned	zzvil	Regular	C	Passive	-vil	To fall on, to throw one's self, to fall upon, to dart, to spring, to fling, to rush, to precipitate one's self, to be thrown out.	Intransitive
2091	nerad͡zel	2		nerad͡z	kaɣel	Regular	C	E-Class	-el	To introduce, to bring in, to import.	Transitive
2092	nerargel	2		nerarg	kaɣel	Regular	C	E-Class	-el	To inject.	Transitive
2093	nerpoɣel	2		nerpoɣ	kaɣel	Regular	C	E-Class	-el	To panegyrize, to give praises.	Transitive
2094	nerkaɣtel	2		nerkaɣt	kaɣel	Regular	C	E-Class	-el	To immigrate, to come into a new place.	Transitive
2095	nerkord͡zel	2		nerkord͡z	kaɣel	Regular	C	E-Class	-el	To act, to put into action, to effect, to operate, to do, to influence.	Transitive
2096	nerkrawel	2		nerkraw	kaɣel	Regular	C	E-Class	-el		Transitive
2097	nerel	2		ner	kaɣel	Regular	C	E-Class	-el	To pardon, to forgive, to excuse, to permit, to indulge, to tolerate, to overlook; to spare.	Transitive
2098	nertapant͡sel	2		nertapant͡s	kaɣel	Regular	C	E-Class	-el		Intransitive
2099	nerxuʒel	2		nerxuʒ	kaɣel	Regular	C	E-Class	-el		Intransitive
2100	nerd͡zd͡zel	2		nerd͡zd͡z	kaɣel	Regular	C	E-Class	-el		Transitive
2101	nergajanal	20		nergaja	niharnal	Regular	C	Inchoative	-nal	To present one's self, to appear, to come forward, to be presented.	Intransitive
2102	nergajat͡snel	10	Basic	nergaja	modet͡snel	Regular	C	Causative	-t͡snel	To introduce, to present, to offer.	Transitive
2103	nergel	2		nerg	kaɣel	Regular	C	E-Class	-el	To dye, to tinge, to stain, to tint, to paint, to colour.	Transitive
2104	nermud͡zel	2		nermud͡z	kaɣel	Regular	C	E-Class	-el	To import, to introduce, to insert, to obtrude.	Transitive
2105	nerʃnt͡ʃel	2		nerʃnt͡ʃ	kaɣel	Regular	C	E-Class	-el	To inspire.	Transitive
2106	nerʃnt͡ʃvil	4	Passive	nerʃnt͡ʃ	zzvil	Regular	C	Passive	-vil		Intransitive
2107	nerpagel	2		nerpag	kaɣel	Regular	C	E-Class	-el	To enclose, to inclose.	Transitive
2108	nerkinanal	20		nerkina	niharnal	Regular	C	Inchoative	-nal	To become eunuch.	Intransitive
2109	nerkinat͡snel	10	Basic	nerkina	modet͡snel	Regular	C	Causative	-t͡snel	To render eunuch, to geld, to emasculate, to castrate.	Transitive
2110	nzovel	2		nzov	kaɣel	Regular	C	E-Class	-el	To anathematize, to curse.	Transitive
2111	nizagagt͡sil	4	Basic	nizagagt͡s	xosil	Regular	C	I-Class	-il	To coalesce, to be coallied, to become allied, to fight together.	Intransitive
2112	niharnal	20		nihar	niharnal	Regular	C	Inchoative	-nal	To become lean, to grow thin.	Intransitive
2113	nihart͡snel	10	Basic	nihar	modet͡snel	Regular	C	Causative	-t͡snel	To make thin, meager, to emaciate, to lessen, to impoverish, to reduce.	Transitive
2114	nirhel	2		nirh	kaɣel	Regular	C	E-Class	-el	To slumber, to sleep.	Intransitive
2115	niwtel	2		niwt	kaɣel	Regular	C	E-Class	-el	To warp, to brew, to hatch, to spin; to plot, to contrive; to prepare.	Transitive
2116	ngadel	2		ngad	kaɣel	Regular	C	E-Class	-el	To observe, to consider, to regard.	Transitive
2117	ngarakrel	2		ngarakr	kaɣel	Regular	C	E-Class	-el	To describe, to characterize, to represent, to paint.	Transitive
2118	ngarel	2		ngar	kaɣel	Regular	C	E-Class	-el	To paint, to figure, to picture, to depict, to represent, to describe.	Transitive
2119	ngrdil	4	Basic	ngrd	xosil	Regular	C	I-Class	-il	To try, to strive, to endeavour, to exert one's self, to make an effort.	Intransitive
2120	nmanahanel	2		nmanahan	kaɣel	Regular	C	E-Class	-el	To trace, to copy, to counterdraw.	Transitive
2121	nmanil	4	Basic	nman	xosil	Regular	C	I-Class	-il	To be like, to resemble, to conform, to assimilate, to be equal with, to take after.	Intransitive
2122	nmant͡snel	10	Basic	nman	modet͡snel	Regular	C	Causative	-t͡snel	To imitate, to resemble, to conform, to counterfeit.	Transitive
2123	nnt͡ʃel	2		nnt͡ʃ	kaɣel	Regular	C	E-Class	-el	To sleep, to fall asleep, to slumber, to die, to expire.	Intransitive
2124	nnt͡ʃet͡snel	10	Basic	nnt͡ʃe	modet͡snel	Regular	C	Causative	-t͡snel	To lay asleep, to lull asleep, to cause one to sleep, to put to bed.	Transitive
2125	nʃanatrel	2		nʃanatr	kaɣel	Regular	C	E-Class	-el		Transitive
2126	nʃanagel	2		nʃanag	kaɣel	Regular	C	E-Class	-el	To mean, to signify, to notify, to intimate, to designate, to denote, to figure, to indicate, to assign.	Transitive
2127	nʃanagvil	4	Passive	nʃanag	zzvil	Regular	C	Passive	-vil		Intransitive
2128	nʃanaharel	2		nʃanahar	kaɣel	Regular	C	E-Class	-el	To mark out, to stake out.	Transitive
2129	nʃanel	2		nʃan	kaɣel	Regular	C	E-Class	-el	To mark, to note down, to sign, to affiance, to betroth.	Transitive
2130	nʃanvil	4	Passive	nʃan	zzvil	Regular	C	Passive	-vil	To be betrothed, affianced.	Intransitive
2131	nʃawagel	2		nʃawag	kaɣel	Regular	C	E-Class	-el	To expose, to designate, to ridicule.	Transitive
2132	nʃgahel	2		nʃgah	kaɣel	Regular	C	E-Class	-el	To revolt, to rise in insurrection.	Transitive
2133	nʃmarel	2		nʃmar	kaɣel	Regular	C	E-Class	-el	To perceive, to observe, to remark, to catch a glimpse of, to peep in.	Transitive
2134	nʃulel	2		nʃul	kaɣel	Regular	C	E-Class	-el	To reflect, to shine brightly, to glitter, to be resplendent.	Intransitive
2136	noɣgal	6		noɣg	gartal	Regular	C	A-Class	-al	To dislike, to detest, to take a disgust, to nauseate, to loathe, to abhor, to be disgusted.	Intransitive
2137	noɣgat͡snel	10	Basic	noɣga	modet͡snel	Regular	C	Causative	-t͡snel	To inspire repugnance, to disgust.	Transitive
2138	nojnanal	20		nojna	niharnal	Regular	C	Inchoative	-nal	To become identified, to identify.	Intransitive
2139	nojnat͡snel	10	Basic	nojna	modet͡snel	Regular	C	Causative	-t͡snel	To identify.	Transitive
2140	norel	2		nor	kaɣel	Regular	C	E-Class	-el		Both
2141	norokel	2		norok	kaɣel	Regular	C	E-Class	-el	To renovate, to mend, to renew, to repair, to refresh, to regenerate, to reform, to refit.	Transitive
2142	norokvil	4	Passive	norok	zzvil	Regular	C	Passive	-vil	To be renewed, to be revived, to be repaired, to be mended.	Intransitive
2143	nvakagt͡sil	4	Basic	nvakagt͡s	xosil	Regular	C	I-Class	-il	(mus.) To accompany.	Transitive
2144	nvakel	2		nvak	kaɣel	Regular	C	E-Class	-el	To sing, to chant, to execute.	Transitive
2145	nvazet͡snel	10	Basic	nvaze	modet͡snel	Regular	C	Causative	-t͡snel	To lessen, to decrease, to diminish, to beat down, to put down, to bring down, to abate.	Transitive
2146	nvazil	4	Basic	nvaz	xosil	Regular	C	I-Class	-il	To lessen, to decrease, to abate, to grow less, to retrench.	Intransitive
2147	nval	6		nu	gartal	Regular	C	A-Class	-al	To mew (of cats).	Intransitive
2148	nvaɣet͡snel	10	Basic	nvaɣe	modet͡snel	Regular	C	Causative	-t͡snel	To make to faint, to extenuate, to attenuate, to enfeeble, to weaken, to debilitate.	Transitive
2149	nvaɣil	4	Basic	nvaɣ	xosil	Regular	C	I-Class	-il	To faint, to swoon away, to languish, to lose consciousness, to collapse.	Intransitive
2150	nvad͡ʒel	2		nvad͡ʒ	kaɣel	Regular	C	E-Class	-el	To subdue, to subjugate, to submit, to bring under subjection, to subject, to overcome, to vanquish.	Transitive
2151	nvad͡ʒvil	4	Passive	nvad͡ʒ	zzvil	Regular	C	Passive	-vil	To fall under, to be subdued, to be reduced, to fall into subjection.	Intransitive
2152	nvasdanal	20		nvasda	niharnal	Regular	C	Inchoative	-nal	To decrease, to fall, to subside, to abate; to debase, to lower one's self.	Intransitive
2153	nvasdat͡snel	10	Basic	nvasda	modet͡snel	Regular	C	Causative	-t͡snel	To lower, to let down, to humble, to humiliate, to debase, to disgrace, to disparage, to disennoble.	Transitive
2154	nviraperel	38		nviraper	perel	Irregular	C		-el		Transitive
2155	nvirakord͡zel	2		nvirakord͡z	kaɣel	Regular	C	E-Class	-el	To consecrate, to sacrifice, to offer up, to sanction.	Transitive
2156	nvirel	2		nvir	kaɣel	Regular	C	E-Class	-el	To offer, to present, to dedicate, to give, to consecrate, to sacrifice, to vow, to devote.	Transitive
2157	nvirvil	4	Passive	nvir	zzvil	Regular	C	Passive	-vil	To devote, to vow, to sacrifice, to dedicate one's self.	Intransitive
2158	nbasdaworel	2		nbasdawor	kaɣel	Regular	C	E-Class	-el	To favour, to befriend, to protect.	Transitive
2159	nbasdel	2		nbasd	kaɣel	Regular	C	E-Class	-el	To help, to favour, to contribute, to aid, to succour, to relieve.	Transitive
2160	nbadagatrel	2		nbadagatr	kaɣel	Regular	C	E-Class	-el		Transitive
2161	nsemanal	20		nsema	niharnal	Regular	C	Inchoative	-nal	To become obscure, dark, to grow dim, to be eclipsed.	Intransitive
2162	nsemat͡snel	10	Basic	nsema	modet͡snel	Regular	C	Causative	-t͡snel	To bedim, to obscure, to darken, to eclipse.	Transitive
2163	nsdet͡snel	10	Basic	nsde	modet͡snel	Regular	C	Causative	-t͡snel	To seat, to lay, to rest, to place.	Transitive
2164	nsdil	56		nsd	nsdil	Irregular	C		-il	To sit, to sit down, to be seated, to take place, to reside.	Intransitive
2165	nrpanal	20		nrpa	niharnal	Regular	C	Inchoative	-nal	To refine, to become refined.	Intransitive
2166	nrpat͡snel	10	Basic	nrpa	modet͡snel	Regular	C	Causative	-t͡snel	To refine, to subtilize, to make thinner.	Transitive
2167	nktil	4	Basic	nkt	xosil	Regular	C	I-Class	-il	To starve, to perish with hunger.	Intransitive
2168	nkoɣil	4	Basic	nkoɣ	xosil	Regular	C	I-Class	-il	To languish, to pine away, to droop.	Intransitive
2135	notakrel	2		notakrel	kaɣel	Regular	C	E-Class	-el		Transitive
2169	nosranal	20		nosra	niharnal	Regular	C	Inchoative	-nal		Intransitive
2170	ʃalagel	2		ʃalag	kaɣel	Regular	C	E-Class	-el	To put upon the back, to carry anything upon the back.	Transitive
2171	ʃalgel	2		ʃalg	kaɣel	Regular	C	E-Class	-el	To put upon the back, to carry anything upon the back.	Transitive
2172	ʃahakord͡zel	2		ʃahakord͡z	kaɣel	Regular	C	E-Class	-el	To work, to exploit; to speculate, to take advantage of; to cultivate.	Transitive
2173	ʃahakrkrel	2		ʃahakrkr	kaɣel	Regular	C	E-Class	-el	To interest, to awaken concern in.	Transitive
2174	ʃahargel	2		ʃaharg	kaɣel	Regular	C	E-Class	-el	To exploit, to get value out of, to invest.	Transitive
2175	ʃahet͡snel	10	Basic	ʃahe	modet͡snel	Regular	C	Causative	-t͡snel	To make to gain.	Transitive
2176	ʃahil	4	Basic	ʃah	xosil	Regular	C	I-Class	-il	To profit, to gain, to benefit, to get on, to win, to obtain.	Intransitive
2177	ʃaɣaxel	2		ʃaɣax	kaɣel	Regular	C	E-Class	-el	To cement, to soil, to dirty.	Transitive
2178	ʃaɣagradel	2		ʃaɣagrad	kaɣel	Regular	C	E-Class	-el	To prattle, to prate, to gabble, to chatter, to tattle, to confabulate.	Intransitive
2179	ʃaɣabadel	2		ʃaɣabad	kaɣel	Regular	C	E-Class	-el	To wrap, to roll, to wind, to twist.	Transitive
2180	ʃaɣapel	2		ʃaɣap	kaɣel	Regular	C	E-Class	-el	To trepan, to bore with a wimble.	Transitive
2181	ʃaɣel	2		ʃaɣ	kaɣel	Regular	C	E-Class	-el	To lace, to entwine, to twist, to interlace, to mix, to knead.	Transitive
2182	ʃaɣgabel	2		ʃaɣgab	kaɣel	Regular	C	E-Class	-el	To attach, to conjoin, to unite together.	Transitive
2183	ʃaɣvil	4	Passive	ʃaɣ	zzvil	Regular	C	Passive	-vil		Intransitive
2184	ʃaɣpaɣpel	2		ʃaɣpaɣp	kaɣel	Regular	C	E-Class	-el	To prate, to tattle, to gossip, to babble, to twaddle, to talk nonsense, to dote.	Intransitive
2185	ʃamprel	2		ʃampr	kaɣel	Regular	C	E-Class	-el	To spit, to put upon the spit, to pierce through.	Transitive
2186	ʃantaharel	2		ʃantahar	kaɣel	Regular	C	E-Class	-el	To strike with thunder, to fulminate.	Transitive
